date,username,income_credit,spending,upi_txn_count,avg_txn_value,bill_due_paid_late_days,balance
2025-02-22,riya,0,696,6,139,1,103049
2025-02-23,riya,0,969,6,187,1,102080
2025-02-24,riya,0,601,11,228,0,101479
2025-02-25,riya,0,530,8,182,0,100949
2025-02-26,riya,0,841,6,201,0,100108
2025-02-27,riya,0,489,8,458,0,99619
2025-02-28,riya,0,315,11,192,0,99304
2025-03-01,riya,46268,490,10,168,0,145082
2025-03-02,riya,0,644,11,411,0,144438
2025-03-03,riya,0,463,10,366,0,143975
2025-03-04,riya,0,854,11,180,0,143121
2025-03-05,riya,0,608,10,253,0,142513
2025-03-06,riya,0,970,8,359,0,141543
2025-03-07,riya,0,343,9,138,0,141200
2025-03-08,riya,0,781,8,408,4,140419
2025-03-09,riya,0,752,6,183,0,139667
2025-03-10,riya,0,599,11,207,0,139068
2025-03-11,riya,0,521,5,174,0,138547
2025-03-12,riya,0,421,6,283,2,138126
2025-03-13,riya,0,995,11,435,0,137131
2025-03-14,riya,0,796,6,130,1,136335
2025-03-15,riya,0,960,10,339,0,135375
2025-03-16,riya,0,378,7,317,1,134997
2025-03-17,riya,0,609,11,174,0,134388
2025-03-18,riya,0,934,10,478,0,133454
2025-03-19,riya,0,638,8,413,0,132816
2025-03-20,riya,0,521,6,296,0,132295
2025-03-21,riya,0,842,8,421,0,131453
2025-03-22,riya,0,952,5,220,0,130501
2025-03-23,riya,0,729,6,492,0,129772
2025-03-24,riya,0,896,7,290,0,128876
2025-03-25,riya,0,550,8,463,0,128326
2025-03-26,riya,0,817,5,334,0,127509
2025-03-27,riya,0,745,10,482,0,126764
2025-03-28,riya,0,706,8,121,0,126058
2025-03-29,riya,0,963,7,276,0,125095
2025-03-30,riya,0,711,8,495,0,124384
2025-03-31,riya,0,891,8,146,0,123493
2025-04-01,riya,49574,362,6,407,2,172705
2025-04-02,riya,0,506,5,189,2,172199
2025-04-03,riya,0,461,11,278,0,171738
2025-04-04,riya,0,875,7,494,3,170863
2025-04-05,riya,0,838,7,134,1,170025
2025-04-06,riya,0,453,6,253,0,169572
2025-04-07,riya,0,329,10,226,0,169243
2025-04-08,riya,0,706,5,202,0,168537
2025-04-09,riya,0,706,7,100,2,167831
2025-04-10,riya,0,386,9,381,0,167445
2025-04-11,riya,0,944,7,475,1,166501
2025-04-12,riya,0,782,9,480,0,165719
2025-04-13,riya,0,519,11,371,2,165200
2025-04-14,riya,0,841,6,144,3,164359
2025-04-15,riya,0,678,10,339,0,163681
2025-04-16,riya,0,680,8,382,0,163001
2025-04-17,riya,0,878,10,226,1,162123
2025-04-18,riya,0,938,11,385,0,161185
2025-04-19,riya,0,860,7,147,0,160325
2025-04-20,riya,0,888,5,141,0,159437
2025-04-21,riya,0,793,7,314,2,158644
2025-04-22,riya,0,480,10,289,4,158164
2025-04-23,riya,0,771,7,324,5,157393
2025-04-24,riya,0,415,5,277,1,156978
2025-04-25,riya,0,341,8,364,2,156637
2025-04-26,riya,0,735,11,119,0,155902
2025-04-27,riya,0,483,5,218,0,155419
2025-04-28,riya,0,438,8,474,0,154981
2025-04-29,riya,0,714,9,329,0,154267
2025-04-30,riya,0,410,6,391,1,153857
2025-05-01,riya,45404,934,10,453,0,198327
2025-05-02,riya,0,642,5,194,0,197685
2025-05-03,riya,0,340,10,482,1,197345
2025-05-04,riya,0,945,6,113,1,196400
2025-05-05,riya,0,969,5,437,0,195431
2025-05-06,riya,0,314,8,320,1,195117
2025-05-07,riya,0,858,6,339,0,194259
2025-05-08,riya,0,908,10,460,2,193351
2025-05-09,riya,0,922,6,206,0,192429
2025-05-10,riya,0,437,7,479,0,191992
2025-05-11,riya,0,946,8,272,1,191046
2025-05-12,riya,0,548,10,270,0,190498
2025-05-13,riya,0,596,9,296,0,189902
2025-05-14,riya,0,709,5,266,0,189193
2025-05-15,riya,0,462,11,486,0,188731
2025-05-16,riya,0,639,7,489,0,188092
2025-05-17,riya,0,707,10,329,0,187385
2025-05-18,riya,0,386,6,147,0,186999
2025-05-19,riya,0,745,10,426,2,186254
2025-05-20,riya,0,971,5,143,0,185283
2025-05-21,riya,0,835,8,134,0,184448
2025-05-22,riya,0,977,9,431,0,183471
2025-05-23,riya,0,839,9,186,0,182632
2025-05-24,riya,0,717,5,375,0,181915
2025-05-25,riya,0,725,10,110,0,181190
2025-05-26,riya,0,647,6,406,0,180543
2025-05-27,riya,0,806,10,410,0,179737
2025-05-28,riya,0,583,7,432,0,179154
2025-05-29,riya,0,817,9,153,0,178337
2025-05-30,riya,0,889,6,113,1,177448
2025-05-31,riya,0,425,8,131,0,177023
2025-06-01,riya,48600,931,8,140,1,224692
2025-06-02,riya,0,673,11,253,0,224019
2025-06-03,riya,0,926,11,424,0,223093
2025-06-04,riya,0,495,8,404,0,222598
2025-06-05,riya,0,505,6,340,0,222093
2025-06-06,riya,0,425,6,204,1,221668
2025-06-07,riya,0,598,11,241,0,221070
2025-06-08,riya,0,453,9,177,0,220617
2025-06-09,riya,0,702,10,287,0,219915
2025-06-10,riya,0,439,8,473,0,219476
2025-06-11,riya,0,622,6,154,1,218854
2025-06-12,riya,0,439,6,102,2,218415
2025-06-13,riya,0,537,5,241,1,217878
2025-06-14,riya,0,701,7,388,0,217177
2025-06-15,riya,0,731,6,174,1,216446
2025-06-16,riya,0,359,7,229,1,216087
2025-06-17,riya,0,444,10,255,5,215643
2025-06-18,riya,0,719,8,251,0,214924
2025-06-19,riya,0,313,7,458,1,214611
2025-06-20,riya,0,586,10,440,3,214025
2025-06-21,riya,0,719,6,493,1,213306
2025-06-22,riya,0,922,9,327,0,212384
2025-06-23,riya,0,558,8,390,0,211826
2025-06-24,riya,0,512,11,122,2,211314
2025-06-25,riya,0,433,8,133,0,210881
2025-06-26,riya,0,714,8,326,0,210167
2025-06-27,riya,0,460,11,455,3,209707
2025-06-28,riya,0,634,11,403,0,209073
2025-06-29,riya,0,309,11,239,0,208764
2025-06-30,riya,0,342,10,446,0,208422
2025-07-01,riya,46182,547,9,226,1,254057
2025-07-02,riya,0,674,10,363,0,253383
2025-07-03,riya,0,723,8,266,0,252660
2025-07-04,riya,0,557,8,293,0,252103
2025-07-05,riya,0,994,6,378,0,251109
2025-07-06,riya,0,423,8,366,0,250686
2025-07-07,riya,0,555,5,191,0,250131
2025-07-08,riya,0,753,8,240,0,249378
2025-07-09,riya,0,868,11,452,0,248510
2025-07-10,riya,0,868,10,202,0,247642
2025-07-11,riya,0,749,5,456,0,246893
2025-07-12,riya,0,941,6,381,1,245952
2025-07-13,riya,0,811,9,188,0,245141
2025-07-14,riya,0,696,10,244,0,244445
2025-07-15,riya,0,466,5,357,0,243979
2025-07-16,riya,0,776,7,188,0,243203
2025-07-17,riya,0,348,8,180,0,242855
2025-07-18,riya,0,669,10,134,0,242186
2025-07-19,riya,0,689,8,173,0,241497
2025-07-20,riya,0,602,5,349,1,240895
2025-07-21,riya,0,535,11,290,0,240360
2025-07-22,riya,0,387,9,338,0,239973
2025-07-23,riya,0,381,9,410,0,239592
2025-07-24,riya,0,377,9,373,1,239215
2025-07-25,riya,0,672,9,230,0,238543
2025-07-26,riya,0,928,5,456,1,237615
2025-07-27,riya,0,524,10,336,0,237091
2025-07-28,riya,0,460,9,383,0,236631
2025-07-29,riya,0,442,7,288,0,236189
2025-07-30,riya,0,915,8,470,0,235274
2025-07-31,riya,0,817,10,169,0,234457
2025-08-01,riya,48773,663,5,159,0,282567
2025-08-02,riya,0,646,8,392,0,281921
2025-08-03,riya,0,965,8,411,0,280956
2025-08-04,riya,0,647,8,295,0,280309
2025-08-05,riya,0,360,9,106,4,279949
2025-08-06,riya,0,536,11,468,1,279413
2025-08-07,riya,0,939,5,206,0,278474
2025-08-08,riya,0,708,11,284,2,277766
2025-08-09,riya,0,502,8,255,0,277264
2025-08-10,riya,0,458,7,346,0,276806
2025-08-11,riya,0,825,11,417,0,275981
2025-08-12,riya,0,485,9,493,0,275496
2025-08-13,riya,0,310,8,455,0,275186
2025-08-14,riya,0,311,8,463,0,274875
2025-08-15,riya,0,747,5,293,0,274128
2025-08-16,riya,0,455,6,206,0,273673
2025-08-17,riya,0,334,7,198,0,273339
2025-08-18,riya,0,678,11,439,1,272661
2025-08-19,riya,0,889,8,301,0,271772
2025-08-20,riya,0,321,7,499,0,271451
2025-08-21,riya,0,478,5,164,1,270973
2025-08-22,riya,0,979,6,321,0,269994
2025-08-23,riya,0,365,8,291,2,269629
2025-08-24,riya,0,775,9,232,0,268854
2025-08-25,riya,0,813,7,484,4,268041
2025-08-26,riya,0,332,7,107,0,267709
2025-08-27,riya,0,490,8,181,0,267219
2025-08-28,riya,0,980,7,199,0,266239
2025-08-29,riya,0,764,8,381,0,265475
2025-08-30,riya,0,334,9,307,0,265141
2025-08-31,riya,0,606,7,484,1,264535
2025-09-01,riya,45781,517,10,124,0,309799
2025-09-02,riya,0,393,9,178,0,309406
2025-09-03,riya,0,836,8,191,0,308570
2025-09-04,riya,0,570,8,279,0,308000
2025-09-05,riya,0,866,6,111,0,307134
2025-09-06,riya,0,804,6,492,1,306330
2025-09-07,riya,0,540,5,424,0,305790
2025-09-08,riya,0,693,5,148,0,305097
2025-09-09,riya,0,303,8,207,0,304794
2025-09-10,riya,0,905,10,481,1,303889
2025-09-11,riya,0,979,10,145,0,302910
2025-09-12,riya,0,319,9,248,0,302591
2025-09-13,riya,0,857,6,422,0,301734
2025-09-14,riya,0,884,9,176,0,300850
2025-09-15,riya,0,357,5,310,0,300493
2025-09-16,riya,0,843,9,387,0,299650
2025-09-17,riya,0,586,6,386,2,299064
2025-09-18,riya,0,850,6,385,0,298214
2025-09-19,riya,0,686,5,375,4,297528
2025-09-20,riya,0,582,5,321,2,296946
2025-09-21,riya,0,879,9,492,0,296067
2025-09-22,riya,0,826,9,206,0,295241
2025-09-23,riya,0,420,7,355,1,294821
2025-09-24,riya,0,624,5,162,0,294197
2025-09-25,riya,0,463,8,483,0,293734
2025-09-26,riya,0,664,5,335,0,293070
2025-09-27,riya,0,946,6,493,2,292124
2025-09-28,riya,0,598,7,387,0,291526
2025-09-29,riya,0,505,6,228,0,291021
2025-09-30,riya,0,366,8,258,0,290655
2025-10-01,riya,45256,373,8,120,0,335538
2025-10-02,riya,0,447,10,149,0,335091
2025-10-03,riya,0,359,11,158,0,334732
2025-10-04,riya,0,949,7,205,0,333783
2025-10-05,riya,0,992,7,139,1,332791
2025-10-06,riya,0,362,6,291,0,332429
2025-10-07,riya,0,768,7,204,0,331661
2025-10-08,riya,0,874,5,366,0,330787
2025-10-09,riya,0,681,5,286,0,330106
2025-10-10,riya,0,397,5,297,1,329709
2025-10-11,riya,0,912,8,256,0,328797
2025-10-12,riya,0,370,7,223,0,328427
2025-10-13,riya,0,339,7,172,0,328088
2025-10-14,riya,0,689,10,178,0,327399
2025-10-15,riya,0,652,5,222,0,326747
2025-10-16,riya,0,306,10,374,0,326441
2025-10-17,riya,0,593,7,242,0,325848
2025-10-18,riya,0,557,9,133,0,325291
2025-10-19,riya,0,409,8,238,0,324882
2025-10-20,riya,0,689,9,433,0,324193
2025-10-21,riya,0,828,5,472,0,323365
2025-10-22,riya,0,818,9,166,0,322547
2025-10-23,riya,0,403,7,357,1,322144
2025-10-24,riya,0,764,7,109,0,321380
2025-10-25,riya,0,926,9,134,0,320454
2025-10-26,riya,0,647,5,190,0,319807
2025-10-27,riya,0,636,5,345,2,319171
2025-10-28,riya,0,397,8,149,0,318774
2025-10-29,riya,0,904,6,453,0,317870
2025-10-30,riya,0,772,8,119,0,317098
2025-10-31,riya,0,584,9,232,0,316514
2025-11-01,riya,49385,328,10,218,0,365571
2025-11-02,riya,0,350,5,255,4,365221
2025-11-03,riya,0,911,8,148,4,364310
2025-11-04,riya,0,671,8,302,2,363639
2025-11-05,riya,0,864,7,486,0,362775
2025-11-06,riya,0,742,5,360,5,362033
2025-11-07,riya,0,491,6,152,1,361542
2025-11-08,riya,0,975,11,133,0,360567
2025-11-09,riya,0,568,5,192,0,359999
2025-11-10,riya,0,527,8,275,0,359472
2025-11-11,riya,0,740,7,312,0,358732
2025-11-12,riya,0,376,8,373,0,358356
2025-11-13,riya,0,982,9,441,0,357374
2025-11-14,riya,0,354,7,468,0,357020
2025-11-15,riya,0,660,10,221,0,356360
2025-11-16,riya,0,540,9,373,0,355820
2025-11-17,riya,0,424,5,458,0,355396
2025-11-18,riya,0,363,7,239,0,355033
2025-11-19,riya,0,471,10,339,4,354562
2025-11-20,riya,0,500,9,130,1,354062
2025-11-21,riya,0,974,9,429,1,353088
2025-11-22,riya,0,966,8,372,2,352122
2025-11-23,riya,0,598,6,234,0,351524
2025-11-24,riya,0,871,8,130,0,350653
2025-11-25,riya,0,685,6,491,2,349968
2025-11-26,riya,0,488,11,143,0,349480
2025-11-27,riya,0,844,8,141,0,348636
2025-11-28,riya,0,307,8,261,0,348329
2025-11-29,riya,0,786,11,176,0,347543
2025-11-30,riya,0,540,7,357,0,347003
2025-12-01,riya,45752,316,10,420,0,392439
2025-12-02,riya,0,990,5,369,0,391449
2025-12-03,riya,0,940,6,138,0,390509
2025-12-04,riya,0,518,10,153,0,389991
2025-12-05,riya,0,698,9,101,0,389293
2025-12-06,riya,0,321,7,289,0,388972
2025-12-07,riya,0,614,11,267,2,388358
2025-12-08,riya,0,946,8,177,0,387412
2025-12-09,riya,0,670,6,480,0,386742
2025-12-10,riya,0,777,10,206,0,385965
2025-12-11,riya,0,720,5,304,0,385245
2025-12-12,riya,0,871,8,286,0,384374
2025-12-13,riya,0,615,10,124,3,383759
2025-12-14,riya,0,552,6,467,0,383207
2025-12-15,riya,0,746,5,359,0,382461
2025-12-16,riya,0,731,6,398,0,381730
2025-12-17,riya,0,511,7,169,0,381219
2025-12-18,riya,0,339,9,413,1,380880
2025-12-19,riya,0,334,5,442,1,380546
2025-12-20,riya,0,920,10,210,0,379626
2025-12-21,riya,0,638,11,221,0,378988
2025-12-22,riya,0,843,11,188,0,378145
2025-12-23,riya,0,494,8,394,0,377651
2025-12-24,riya,0,474,7,320,0,377177
2025-12-25,riya,0,349,8,133,0,376828
2025-12-26,riya,0,421,10,304,0,376407
2025-12-27,riya,0,535,10,237,4,375872
2025-12-28,riya,0,516,6,344,0,375356
2025-12-29,riya,0,452,5,134,0,374904
2025-12-30,riya,0,375,11,185,0,374529
2025-12-31,riya,0,732,10,427,1,373797
