date,username,income_credit,spending,upi_txn_count,avg_txn_value,bill_due_paid_late_days,balance
2025-05-17,sahil,0,1208,9,263,0,66541
2025-05-18,sahil,0,1153,3,299,3,65388
2025-05-19,sahil,0,633,5,190,3,64755
2025-05-20,sahil,0,696,8,179,3,64059
2025-05-21,sahil,0,978,2,207,3,63081
2025-05-22,sahil,0,902,5,277,1,62179
2025-05-23,sahil,0,245,6,167,1,61934
2025-05-24,sahil,0,320,2,140,0,61614
2025-05-25,sahil,0,776,5,159,1,60838
2025-05-26,sahil,0,623,3,207,2,60215
2025-05-27,sahil,0,346,5,129,3,59869
2025-05-28,sahil,0,675,8,229,2,59194
2025-05-29,sahil,0,1336,4,163,0,57858
2025-05-30,sahil,0,1166,8,270,3,56692
2025-05-31,sahil,0,496,8,256,0,56196
2025-06-01,sahil,30000,718,5,159,0,85478
2025-06-02,sahil,0,420,7,194,3,85058
2025-06-03,sahil,0,1250,8,122,0,83808
2025-06-04,sahil,0,1125,5,265,2,82683
2025-06-05,sahil,0,1396,3,240,1,81287
2025-06-06,sahil,0,1244,4,179,0,80043
2025-06-07,sahil,0,240,9,237,0,79803
2025-06-08,sahil,0,955,5,201,0,78848
2025-06-09,sahil,0,1195,6,225,1,77653
2025-06-10,sahil,0,366,9,224,0,77287
2025-06-11,sahil,0,957,8,281,2,76330
2025-06-12,sahil,0,907,2,143,0,75423
2025-06-13,sahil,0,1487,9,174,0,73936
2025-06-14,sahil,0,474,1,139,0,73462
2025-06-15,sahil,0,964,9,188,0,72498
2025-06-16,sahil,0,454,5,171,0,72044
2025-06-17,sahil,0,1026,5,145,3,71018
2025-06-18,sahil,0,1147,6,128,2,69871
2025-06-19,sahil,0,1042,2,282,0,68829
2025-06-20,sahil,0,1076,8,124,0,67753
2025-06-21,sahil,0,1186,7,278,3,66567
2025-06-22,sahil,0,626,5,253,2,65941
2025-06-23,sahil,0,676,9,227,0,65265
2025-06-24,sahil,0,1365,5,263,1,63900
2025-06-25,sahil,0,460,4,238,3,63440
2025-06-26,sahil,0,1087,8,225,0,62353
2025-06-27,sahil,0,1304,5,205,3,61049
2025-06-28,sahil,0,1119,2,149,0,59930
2025-06-29,sahil,0,635,6,201,3,59295
2025-06-30,sahil,0,588,4,137,1,58707
2025-07-01,sahil,30000,1016,4,224,0,87691
2025-07-02,sahil,0,452,3,235,0,87239
2025-07-03,sahil,0,662,4,205,2,86577
2025-07-04,sahil,0,1307,8,251,3,85270
2025-07-05,sahil,0,1297,7,170,0,83973
2025-07-06,sahil,0,1378,4,194,2,82595
2025-07-07,sahil,0,942,8,168,0,81653
2025-07-08,sahil,0,1024,7,272,3,80629
2025-07-09,sahil,0,915,6,164,1,79714
2025-07-10,sahil,0,956,3,168,1,78758
2025-07-11,sahil,0,1361,5,195,3,77397
2025-07-12,sahil,0,439,9,134,0,76958
2025-07-13,sahil,0,389,2,215,0,76569
2025-07-14,sahil,0,545,7,238,0,76024
2025-07-15,sahil,0,1253,8,165,2,74771
2025-07-16,sahil,0,298,8,175,3,74473
2025-07-17,sahil,0,1011,1,183,0,73462
2025-07-18,sahil,0,996,5,120,0,72466
2025-07-19,sahil,0,1331,1,130,0,71135
2025-07-20,sahil,0,769,3,218,0,70366
2025-07-21,sahil,0,989,9,146,1,69377
2025-07-22,sahil,0,421,7,136,0,68956
2025-07-23,sahil,0,463,7,268,3,68493
2025-07-24,sahil,0,595,3,191,0,67898
2025-07-25,sahil,0,340,2,194,2,67558
2025-07-26,sahil,0,1258,4,164,1,66300
2025-07-27,sahil,0,802,8,162,2,65498
2025-07-28,sahil,0,381,9,210,0,65117
2025-07-29,sahil,0,1114,9,195,0,64003
2025-07-30,sahil,0,287,2,277,1,63716
2025-07-31,sahil,0,494,3,255,0,63222
2025-08-01,sahil,30000,483,2,163,1,92739
2025-08-02,sahil,0,222,7,225,0,92517
2025-08-03,sahil,0,604,1,242,1,91913
2025-08-04,sahil,0,739,9,234,2,91174
2025-08-05,sahil,0,594,6,232,1,90580
2025-08-06,sahil,0,856,9,222,1,89724
2025-08-07,sahil,0,491,9,209,2,89233
2025-08-08,sahil,0,260,8,170,0,88973
2025-08-09,sahil,0,540,5,282,0,88433
2025-08-10,sahil,0,919,9,290,1,87514
2025-08-11,sahil,0,777,5,242,0,86737
2025-08-12,sahil,0,1371,2,171,1,85366
2025-08-13,sahil,0,739,7,278,1,84627
2025-08-14,sahil,0,886,6,233,0,83741
2025-08-15,sahil,0,413,4,242,0,83328
2025-08-16,sahil,0,1236,3,237,3,82092
2025-08-17,sahil,0,808,4,245,0,81284
2025-08-18,sahil,0,1376,3,273,2,79908
2025-08-19,sahil,0,1057,1,253,0,78851
2025-08-20,sahil,0,744,2,121,0,78107
2025-08-21,sahil,0,1477,5,263,1,76630
2025-08-22,sahil,0,1053,3,291,0,75577
2025-08-23,sahil,0,278,6,277,1,75299
2025-08-24,sahil,0,944,8,253,1,74355
2025-08-25,sahil,0,364,7,284,0,73991
2025-08-26,sahil,0,696,1,188,1,73295
2025-08-27,sahil,0,562,9,293,0,72733
2025-08-28,sahil,0,1164,2,215,1,71569
2025-08-29,sahil,0,1148,7,141,1,70421
2025-08-30,sahil,0,899,4,243,3,69522
2025-08-31,sahil,0,1257,9,222,0,68265
2025-09-01,sahil,30000,882,9,142,0,97383
2025-09-02,sahil,0,652,2,217,0,96731
2025-09-03,sahil,0,724,9,183,3,96007
2025-09-04,sahil,0,958,6,220,0,95049
2025-09-05,sahil,0,699,7,299,0,94350
2025-09-06,sahil,0,688,6,169,2,93662
2025-09-07,sahil,0,977,3,298,0,92685
2025-09-08,sahil,0,1281,6,276,0,91404
2025-09-09,sahil,0,589,9,256,2,90815
2025-09-10,sahil,0,874,1,137,0,89941
2025-09-11,sahil,0,437,4,179,3,89504
2025-09-12,sahil,0,1499,4,279,1,88005
2025-09-13,sahil,0,726,8,198,1,87279
2025-09-14,sahil,0,1076,5,233,2,86203
2025-09-15,sahil,0,487,2,274,0,85716
2025-09-16,sahil,0,1143,5,202,0,84573
2025-09-17,sahil,0,1111,4,143,3,83462
2025-09-18,sahil,0,359,3,218,0,83103
2025-09-19,sahil,0,1228,7,220,3,81875
2025-09-20,sahil,0,404,4,261,0,81471
2025-09-21,sahil,0,1087,5,264,0,80384
2025-09-22,sahil,0,1062,2,200,0,79322
2025-09-23,sahil,0,790,8,148,1,78532
2025-09-24,sahil,0,1097,8,232,2,77435
2025-09-25,sahil,0,1399,8,152,0,76036
2025-09-26,sahil,0,1430,3,197,0,74606
2025-09-27,sahil,0,1495,1,256,2,73111
2025-09-28,sahil,0,1484,9,121,0,71627
2025-09-29,sahil,0,1084,4,195,0,70543
2025-09-30,sahil,0,1154,6,217,0,69389
2025-10-01,sahil,30000,859,1,209,1,98530
2025-10-02,sahil,0,339,8,223,0,98191
2025-10-03,sahil,0,266,9,280,0,97925
2025-10-04,sahil,0,286,1,140,1,97639
2025-10-05,sahil,0,702,7,131,2,96937
2025-10-06,sahil,0,1186,4,201,0,95751
2025-10-07,sahil,0,272,6,266,0,95479
2025-10-08,sahil,0,1035,3,184,3,94444
2025-10-09,sahil,0,1462,1,172,1,92982
2025-10-10,sahil,0,1111,3,203,0,91871
2025-10-11,sahil,0,1438,4,272,3,90433
2025-10-12,sahil,0,558,5,241,1,89875
2025-10-13,sahil,0,886,7,250,3,88989
2025-10-14,sahil,0,544,3,295,2,88445
2025-10-15,sahil,0,734,8,254,3,87711
2025-10-16,sahil,0,1274,6,187,0,86437
2025-10-17,sahil,0,346,5,213,0,86091
2025-10-18,sahil,0,1026,6,258,0,85065
2025-10-19,sahil,0,762,7,282,0,84303
2025-10-20,sahil,0,947,9,289,0,83356
2025-10-21,sahil,0,219,6,211,2,83137
2025-10-22,sahil,0,201,1,193,3,82936
2025-10-23,sahil,0,1059,6,153,3,81877
2025-10-24,sahil,0,875,5,254,2,81002
2025-10-25,sahil,0,1076,4,176,0,79926
2025-10-26,sahil,0,1223,4,296,0,78703
2025-10-27,sahil,0,358,6,204,1,78345
2025-10-28,sahil,0,942,5,187,0,77403
2025-10-29,sahil,0,1320,7,166,0,76083
2025-10-30,sahil,0,1246,4,145,3,74837
2025-10-31,sahil,0,869,9,186,2,73968
2025-11-01,sahil,30000,1081,5,152,1,102887
2025-11-02,sahil,0,1383,9,235,3,101504
2025-11-03,sahil,0,275,6,257,0,101229
2025-11-04,sahil,0,700,1,192,0,100529
2025-11-05,sahil,0,1246,1,181,2,99283
2025-11-06,sahil,0,219,3,195,0,99064
2025-11-07,sahil,0,1351,4,210,0,97713
2025-11-08,sahil,0,1055,4,292,0,96658
2025-11-09,sahil,0,1405,6,207,3,95253
2025-11-10,sahil,0,480,1,199,2,94773
2025-11-11,sahil,0,1135,6,161,0,93638
2025-11-12,sahil,0,647,6,141,1,92991
2025-11-13,sahil,0,408,3,298,2,92583
2025-11-14,sahil,0,1172,2,240,0,91411
2025-11-15,sahil,0,322,3,226,0,91089
2025-11-16,sahil,0,696,6,259,0,90393
2025-11-17,sahil,0,1064,3,223,1,89329
2025-11-18,sahil,0,451,3,123,0,88878
2025-11-19,sahil,0,707,7,235,0,88171
2025-11-20,sahil,0,689,5,167,0,87482
2025-11-21,sahil,0,1180,6,192,2,86302
2025-11-22,sahil,0,836,6,180,0,85466
2025-11-23,sahil,0,335,7,294,1,85131
2025-11-24,sahil,0,866,6,123,0,84265
2025-11-25,sahil,0,722,9,194,0,83543
2025-11-26,sahil,0,1484,7,279,1,82059
2025-11-27,sahil,0,994,9,265,0,81065
2025-11-28,sahil,0,1476,1,220,2,79589
2025-11-29,sahil,0,1397,4,238,0,78192
2025-11-30,sahil,0,1189,2,242,0,77003
2025-12-01,sahil,30000,921,3,192,0,106082
2025-12-02,sahil,0,564,2,131,2,105518
2025-12-03,sahil,0,735,1,211,0,104783
2025-12-04,sahil,0,375,8,259,3,104408
2025-12-05,sahil,0,1034,2,230,2,103374
2025-12-06,sahil,0,1351,6,133,2,102023
2025-12-07,sahil,0,1467,7,185,0,100556
2025-12-08,sahil,0,410,8,292,0,100146
2025-12-09,sahil,0,807,8,246,0,99339
2025-12-10,sahil,0,1027,6,244,0,98312
2025-12-11,sahil,0,440,3,297,1,97872
2025-12-12,sahil,0,680,7,224,0,97192
2025-12-13,sahil,0,1374,5,167,1,95818
2025-12-14,sahil,0,1301,5,128,0,94517
2025-12-15,sahil,0,1120,1,265,1,93397
2025-12-16,sahil,0,1443,8,203,0,91954
2025-12-17,sahil,0,1311,3,127,0,90643
2025-12-18,sahil,0,1421,9,135,0,89222
2025-12-19,sahil,0,1143,6,181,1,88079
2025-12-20,sahil,0,1155,9,297,3,86924
2025-12-21,sahil,0,441,7,211,1,86483
2025-12-22,sahil,0,446,2,251,2,86037
2025-12-23,sahil,0,381,2,248,3,85656
2025-12-24,sahil,0,1141,6,287,0,84515
2025-12-25,sahil,0,347,6,272,0,84168
2025-12-26,sahil,0,650,3,129,0,83518
2025-12-27,sahil,0,1235,7,130,0,82283
2025-12-28,sahil,0,631,1,241,0,81652
2025-12-29,sahil,0,1389,9,122,0,80263
2025-12-30,sahil,0,1012,1,203,1,79251
2025-12-31,sahil,0,852,8,188,0,78399
