date,username,income_credit,spending,upi_txn_count,avg_txn_value,bill_due_paid_late_days,balance
2025-06-15,sohel,0,1331,1,139,0,-500
2025-06-16,sohel,0,1405,3,445,0,-500
2025-06-17,sohel,0,1416,3,111,2,-500
2025-06-18,sohel,0,984,2,266,4,-500
2025-06-19,sohel,0,800,4,489,0,-500
2025-06-20,sohel,0,877,4,444,2,-500
2025-06-21,sohel,0,1477,4,451,2,-500
2025-06-22,sohel,0,1451,1,217,0,-500
2025-06-23,sohel,0,1205,1,219,0,-500
2025-06-24,sohel,0,1499,1,340,2,-500
2025-06-25,sohel,0,1103,2,342,0,-500
2025-06-26,sohel,0,1408,1,476,2,-500
2025-06-27,sohel,0,940,1,452,2,-500
2025-06-28,sohel,0,1476,3,229,3,-500
2025-06-29,sohel,0,1451,4,194,3,-500
2025-06-30,sohel,0,1212,2,322,2,-500
2025-07-01,sohel,21106,1466,3,474,1,-500
2025-07-02,sohel,0,1389,1,235,1,-500
2025-07-03,sohel,0,879,1,407,0,-500
2025-07-04,sohel,0,1187,2,300,0,-500
2025-07-05,sohel,0,1473,3,496,3,-500
2025-07-06,sohel,0,1307,2,447,1,-500
2025-07-07,sohel,0,1494,4,232,0,-500
2025-07-08,sohel,0,882,3,380,2,-500
2025-07-09,sohel,0,1012,3,310,0,-500
2025-07-10,sohel,0,1316,1,418,0,-500
2025-07-11,sohel,0,988,1,411,0,-500
2025-07-12,sohel,0,1496,4,192,3,-500
2025-07-13,sohel,0,1149,1,114,0,-500
2025-07-14,sohel,0,1386,2,168,0,-500
2025-07-15,sohel,0,1451,2,238,2,-500
2025-07-16,sohel,0,1035,2,107,3,-500
2025-07-17,sohel,0,874,1,267,4,-500
2025-07-18,sohel,0,1089,2,406,3,-500
2025-07-19,sohel,0,1263,3,246,3,-500
2025-07-20,sohel,0,1101,1,295,2,-500
2025-07-21,sohel,0,1450,4,316,4,-500
2025-07-22,sohel,0,1215,1,120,2,-500
2025-07-23,sohel,0,1237,4,456,2,-500
2025-07-24,sohel,0,1025,2,204,3,-500
2025-07-25,sohel,0,1444,2,437,0,-500
2025-07-26,sohel,0,869,3,338,3,-500
2025-07-27,sohel,0,1212,4,273,0,-500
2025-07-28,sohel,0,1492,1,215,0,-500
2025-07-29,sohel,0,1094,1,310,0,-500
2025-07-30,sohel,0,1412,2,147,4,-500
2025-07-31,sohel,0,1440,1,446,0,-500
2025-08-01,sohel,20844,1363,2,125,0,-500
2025-08-02,sohel,0,949,2,178,1,-500
2025-08-03,sohel,0,1472,2,397,0,-500
2025-08-04,sohel,0,1078,3,283,3,-500
2025-08-05,sohel,0,1055,3,171,2,-500
2025-08-06,sohel,0,1014,3,234,3,-500
2025-08-07,sohel,0,905,1,419,2,-500
2025-08-08,sohel,0,988,2,430,1,-500
2025-08-09,sohel,0,1470,1,271,0,-500
2025-08-10,sohel,0,1146,4,419,2,-500
2025-08-11,sohel,0,1472,4,346,3,-500
2025-08-12,sohel,0,1366,4,364,3,-500
2025-08-13,sohel,0,837,4,315,3,-500
2025-08-14,sohel,0,1426,2,403,0,-500
2025-08-15,sohel,0,1288,4,397,4,-500
2025-08-16,sohel,0,804,3,216,3,-500
2025-08-17,sohel,0,1286,4,405,4,-500
2025-08-18,sohel,0,1096,3,270,0,-500
2025-08-19,sohel,0,1000,3,231,3,-500
2025-08-20,sohel,0,1351,1,117,3,-500
2025-08-21,sohel,0,1211,3,309,3,-500
2025-08-22,sohel,0,1259,2,421,2,-500
2025-08-23,sohel,0,921,2,199,0,-500
2025-08-24,sohel,0,1022,2,358,4,-500
2025-08-25,sohel,0,999,4,394,0,-500
2025-08-26,sohel,0,1454,3,348,3,-500
2025-08-27,sohel,0,1108,2,413,5,-500
2025-08-28,sohel,0,1403,1,169,3,-500
2025-08-29,sohel,0,957,3,232,2,-500
2025-08-30,sohel,0,985,4,328,3,-500
2025-08-31,sohel,0,917,4,319,1,-500
2025-09-01,sohel,17769,1059,4,128,0,-500
2025-09-02,sohel,0,1209,1,358,3,-500
2025-09-03,sohel,0,1477,1,242,1,-500
2025-09-04,sohel,0,874,1,127,4,-500
2025-09-05,sohel,0,1222,4,299,3,-500
2025-09-06,sohel,0,1119,1,205,3,-500
2025-09-07,sohel,0,1254,3,106,2,-500
2025-09-08,sohel,0,1256,2,177,1,-500
2025-09-09,sohel,0,1401,4,337,1,-500
2025-09-10,sohel,0,1450,3,190,3,-500
2025-09-11,sohel,0,1270,4,397,4,-500
2025-09-12,sohel,0,1226,2,224,2,-500
2025-09-13,sohel,0,1253,2,223,4,-500
2025-09-14,sohel,0,1183,2,490,4,-500
2025-09-15,sohel,0,1467,2,439,0,-500
2025-09-16,sohel,0,937,1,417,3,-500
2025-09-17,sohel,0,854,4,468,5,-500
2025-09-18,sohel,0,1234,2,423,0,-500
2025-09-19,sohel,0,812,1,317,0,-500
2025-09-20,sohel,0,995,1,117,0,-500
2025-09-21,sohel,0,962,1,419,1,-500
2025-09-22,sohel,0,1269,3,267,1,-500
2025-09-23,sohel,0,1374,3,377,5,-500
2025-09-24,sohel,0,1295,4,170,0,-500
2025-09-25,sohel,0,836,4,129,0,-500
2025-09-26,sohel,0,1310,4,416,0,-500
2025-09-27,sohel,0,1320,4,454,0,-500
2025-09-28,sohel,0,957,3,153,3,-500
2025-09-29,sohel,0,1267,4,310,0,-500
2025-09-30,sohel,0,1252,4,331,1,-500
2025-10-01,sohel,22195,909,3,311,0,-500
2025-10-02,sohel,0,819,1,405,0,-500
2025-10-03,sohel,0,1495,2,429,5,-500
2025-10-04,sohel,0,1039,4,366,3,-500
2025-10-05,sohel,0,997,1,338,0,-500
2025-10-06,sohel,0,807,4,494,0,-500
2025-10-07,sohel,0,1352,2,379,1,-500
2025-10-08,sohel,0,1232,4,420,1,-500
2025-10-09,sohel,0,969,2,382,3,-500
2025-10-10,sohel,0,1226,3,382,2,-500
2025-10-11,sohel,0,1002,2,352,4,-500
2025-10-12,sohel,0,1373,3,148,0,-500
2025-10-13,sohel,0,914,2,359,2,-500
2025-10-14,sohel,0,1428,1,256,3,-500
2025-10-15,sohel,0,1012,2,342,3,-500
2025-10-16,sohel,0,1482,4,489,3,-500
2025-10-17,sohel,0,847,3,377,0,-500
2025-10-18,sohel,0,1114,1,281,2,-500
2025-10-19,sohel,0,961,3,495,1,-500
2025-10-20,sohel,0,1091,3,233,4,-500
2025-10-21,sohel,0,878,3,238,0,-500
2025-10-22,sohel,0,1015,3,176,3,-500
2025-10-23,sohel,0,1176,2,351,1,-500
2025-10-24,sohel,0,1057,2,303,4,-500
2025-10-25,sohel,0,1078,3,238,0,-500
2025-10-26,sohel,0,800,1,412,1,-500
2025-10-27,sohel,0,1148,4,204,3,-500
2025-10-28,sohel,0,1203,4,154,2,-500
2025-10-29,sohel,0,1144,2,344,0,-500
2025-10-30,sohel,0,1021,2,418,3,-500
2025-10-31,sohel,0,1173,3,107,2,-500
2025-11-01,sohel,18570,1246,3,242,1,-500
2025-11-02,sohel,0,1323,4,409,1,-500
2025-11-03,sohel,0,817,2,371,2,-500
2025-11-04,sohel,0,1391,2,444,4,-500
2025-11-05,sohel,0,1465,4,146,0,-500
2025-11-06,sohel,0,1135,3,360,0,-500
2025-11-07,sohel,0,936,2,286,1,-500
2025-11-08,sohel,0,1090,1,190,3,-500
2025-11-09,sohel,0,1018,3,221,0,-500
2025-11-10,sohel,0,809,2,299,2,-500
2025-11-11,sohel,0,927,1,463,4,-500
2025-11-12,sohel,0,1190,3,312,1,-500
2025-11-13,sohel,0,1253,1,151,1,-500
2025-11-14,sohel,0,891,1,353,2,-500
2025-11-15,sohel,0,1094,1,124,1,-500
2025-11-16,sohel,0,1289,2,181,3,-500
2025-11-17,sohel,0,1062,1,479,2,-500
2025-11-18,sohel,0,1331,3,160,0,-500
2025-11-19,sohel,0,1047,3,414,3,-500
2025-11-20,sohel,0,1455,4,252,5,-500
2025-11-21,sohel,0,914,1,422,5,-500
2025-11-22,sohel,0,1077,3,120,0,-500
2025-11-23,sohel,0,1346,1,129,0,-500
2025-11-24,sohel,0,1188,1,126,3,-500
2025-11-25,sohel,0,1476,4,112,0,-500
2025-11-26,sohel,0,1346,2,156,3,-500
2025-11-27,sohel,0,1038,2,282,3,-500
2025-11-28,sohel,0,1109,1,282,5,-500
2025-11-29,sohel,0,810,1,140,2,-500
2025-11-30,sohel,0,1391,1,498,1,-500
2025-12-01,sohel,20110,1027,2,251,2,-500
2025-12-02,sohel,0,865,3,457,0,-500
2025-12-03,sohel,0,1367,2,410,0,-500
2025-12-04,sohel,0,975,4,432,1,-500
2025-12-05,sohel,0,1287,4,359,0,-500
2025-12-06,sohel,0,969,2,499,1,-500
2025-12-07,sohel,0,910,4,375,1,-500
2025-12-08,sohel,0,1050,3,354,0,-500
2025-12-09,sohel,0,1371,2,178,1,-500
2025-12-10,sohel,0,1034,2,282,0,-500
2025-12-11,sohel,0,1445,4,220,3,-500
2025-12-12,sohel,0,822,2,414,3,-500
2025-12-13,sohel,0,1257,1,116,0,-500
2025-12-14,sohel,0,1092,4,264,5,-500
2025-12-15,sohel,0,931,1,209,1,-500
2025-12-16,sohel,0,1482,2,127,3,-500
2025-12-17,sohel,0,849,1,440,4,-500
2025-12-18,sohel,0,972,2,247,1,-500
2025-12-19,sohel,0,849,4,392,1,-500
2025-12-20,sohel,0,1137,3,137,4,-500
2025-12-21,sohel,0,1003,3,492,0,-500
2025-12-22,sohel,0,1421,3,247,0,-500
2025-12-23,sohel,0,1298,1,465,2,-500
2025-12-24,sohel,0,1025,1,187,3,-500
2025-12-25,sohel,0,1154,3,161,0,-500
2025-12-26,sohel,0,1352,2,170,2,-500
2025-12-27,sohel,0,1377,3,392,1,-500
2025-12-28,sohel,0,885,3,471,4,-500
2025-12-29,sohel,0,1481,2,208,1,-500
2025-12-30,sohel,0,1139,2,151,1,-500
2025-12-31,sohel,0,1103,3,457,1,-500
